module	parameter	group	source	flags	detail
query+abusefilters	abfshow	list	Abuse Filter	multi	enum=!deleted|!enabled|!private|!protected|deleted|enabled|private|protected limit=50 highlimit=500
query+abusefilters	abfstartid	list	Abuse Filter		type=integer
query+abuselog	-	list	Abuse Filter		prefix=afl
query+abuselog	afldir	list	Abuse Filter		enum=newer|older default=older
query+abuselog	aflend	list	Abuse Filter		type=timestamp
query+abuselog	aflfilter	list	Abuse Filter	multi	type=string limit=50 highlimit=500
query+abuselog	afllimit	list	Abuse Filter		type=limit default=10
query+abuselog	afllogid	list	Abuse Filter		type=integer
query+abuselog	aflprop	list	Abuse Filter	multi	enum=action|details|filter|hidden|ids|result|revid|timestamp|title|user default=ids|user|title|action|result|timestamp|hidden|revid limit=50 highlimit=500
query+abuselog	aflstart	list	Abuse Filter		type=timestamp
query+abuselog	afltitle	list	Abuse Filter		type=string
query+abuselog	afluser	list	Abuse Filter		type=string
query+allcampaigns	-	list	Upload Wizard		prefix=uwc
query+allcampaigns	uwccontinue	list	Upload Wizard		type=string
query+allcampaigns	uwcenabledonly	list	Upload Wizard		type=boolean
query+allcampaigns	uwclimit	list	Upload Wizard		type=limit default=50
query+allcategories	-	list	MediaWiki		prefix=ac
query+allcategories	accontinue	list	MediaWiki		type=string
query+allcategories	acdir	list	MediaWiki		enum=ascending|descending default=ascending
query+allcategories	acfrom	list	MediaWiki		type=string
query+allcategories	aclimit	list	MediaWiki		type=limit default=10
query+allcategories	acmax	list	MediaWiki		type=integer
query+allcategories	acmin	list	MediaWiki		type=integer
query+allcategories	acprefix	list	MediaWiki		type=string
query+allcategories	acprop	list	MediaWiki	multi	enum=hidden|size limit=50 highlimit=500
query+allcategories	acto	list	MediaWiki		type=string
query+alldeletedrevisions	-	list	MediaWiki		prefix=adr
query+alldeletedrevisions	adrcontentformat	list	MediaWiki	deprecated	enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
query+alldeletedrevisions	adrcontinue	list	MediaWiki		type=string
query+alldeletedrevisions	adrdiffto	list	MediaWiki	deprecated	type=string
query+alldeletedrevisions	adrdifftotext	list	MediaWiki	deprecated	type=string
query+alldeletedrevisions	adrdifftotextpst	list	MediaWiki	deprecated	type=boolean
query+alldeletedrevisions	adrdir	list	MediaWiki		enum=newer|older default=older
query+alldeletedrevisions	adrend	list	MediaWiki		type=timestamp
query+alldeletedrevisions	adrexcludeuser	list	MediaWiki		type=user
query+alldeletedrevisions	adrexpandtemplates	list	MediaWiki	deprecated	type=boolean
query+alldeletedrevisions	adrfrom	list	MediaWiki		type=string
query+alldeletedrevisions	adrgeneratetitles	list	MediaWiki		type=boolean
query+alldeletedrevisions	adrgeneratexml	list	MediaWiki	deprecated	type=boolean
query+alldeletedrevisions	adrlimit	list	MediaWiki		type=limit
query+alldeletedrevisions	adrnamespace	list	MediaWiki	multi	type=namespace limit=50 highlimit=500
query+alldeletedrevisions	adrparse	list	MediaWiki	deprecated	type=boolean
query+alldeletedrevisions	adrprefix	list	MediaWiki		type=string
query+alldeletedrevisions	adrprop	list	MediaWiki	multi	enum=comment|content|contentmodel|flags|ids|parsedcomment|parsetree|roles|sha1|size|slotsha1|slotsize|tags|timestamp|user|userid default=ids|timestamp|flags|comment|user limit=50 highlimit=500 deprecatedvalues=parsetree
query+alldeletedrevisions	adrsection	list	MediaWiki		type=string
query+alldeletedrevisions	adrslots	list	MediaWiki	multi	enum=main limit=50 highlimit=500
query+alldeletedrevisions	adrstart	list	MediaWiki		type=timestamp
query+alldeletedrevisions	adrtag	list	MediaWiki		type=string
query+alldeletedrevisions	adrto	list	MediaWiki		type=string
query+alldeletedrevisions	adruser	list	MediaWiki		type=user
query+allfileusages	-	list	MediaWiki		prefix=af
query+allfileusages	afcontinue	list	MediaWiki		type=string
query+allfileusages	afdir	list	MediaWiki		enum=ascending|descending default=ascending
query+allfileusages	affrom	list	MediaWiki		type=string
query+allfileusages	aflimit	list	MediaWiki		type=limit default=10
query+allfileusages	afprefix	list	MediaWiki		type=string
query+allfileusages	afprop	list	MediaWiki	multi	enum=ids|title default=title limit=50 highlimit=500
query+allfileusages	afto	list	MediaWiki		type=string
query+allfileusages	afunique	list	MediaWiki		type=boolean
query+allimages	-	list	MediaWiki		prefix=ai
query+allimages	aicontinue	list	MediaWiki		type=string
query+allimages	aidir	list	MediaWiki		enum=ascending|descending|newer|older default=ascending
query+allimages	aiend	list	MediaWiki		type=timestamp
query+allimages	aifilterbots	list	MediaWiki		enum=all|bots|nobots default=all
query+allimages	aifrom	list	MediaWiki		type=string
query+allimages	ailimit	list	MediaWiki		type=limit default=10
query+allimages	aimaxsize	list	MediaWiki		type=integer
query+allimages	aimime	list	MediaWiki	multi	type=string limit=50 highlimit=500
query+allimages	aiminsize	list	MediaWiki		type=integer
query+allimages	aiprefix	list	MediaWiki		type=string
query+allimages	aiprop	list	MediaWiki	multi	enum=badfile|bitdepth|canonicaltitle|comment|commonmetadata|dimensions|extmetadata|mediatype|metadata|mime|parsedcomment|sha1|size|thumburls|timestamp|url|user|userid default=timestamp|url limit=50 highlimit=500
query+allimages	aisha1	list	MediaWiki		type=string
query+allimages	aisha1base36	list	MediaWiki		type=string
query+allimages	aisort	list	MediaWiki		enum=name|timestamp default=name
query+allimages	aistart	list	MediaWiki		type=timestamp
query+allimages	aito	list	MediaWiki		type=string
query+allimages	aiuser	list	MediaWiki		type=user
query+alllinks	-	list	MediaWiki		prefix=al
query+alllinks	alcontinue	list	MediaWiki		type=string
query+alllinks	aldir	list	MediaWiki		enum=ascending|descending default=ascending
query+alllinks	alfrom	list	MediaWiki		type=string
query+alllinks	allimit	list	MediaWiki		type=limit default=10
query+alllinks	alnamespace	list	MediaWiki		type=namespace default=0
query+alllinks	alprefix	list	MediaWiki		type=string
query+alllinks	alprop	list	MediaWiki	multi	enum=ids|title default=title limit=50 highlimit=500
query+alllinks	alto	list	MediaWiki		type=string
query+alllinks	alunique	list	MediaWiki		type=boolean
query+allmessages	-	meta	MediaWiki		prefix=am
query+allmessages	amargs	meta	MediaWiki	multi	type=string limit=50 highlimit=500
query+allmessages	amcustomised	meta	MediaWiki		enum=all|modified|unmodified default=all
query+allmessages	amenableparser	meta	MediaWiki		type=boolean
query+allmessages	amfilter	meta	MediaWiki		type=string
query+allmessages	amfrom	meta	MediaWiki		type=string
query+allmessages	amincludelocal	meta	MediaWiki		type=boolean
query+allmessages	amlang	meta	MediaWiki		type=string
query+allmessages	ammessages	meta	MediaWiki	multi	type=string default=* limit=50 highlimit=500
query+allmessages	amnocontent	meta	MediaWiki		type=boolean
query+allmessages	amprefix	meta	MediaWiki		type=string
query+allmessages	amprop	meta	MediaWiki	multi	enum=default limit=50 highlimit=500
query+allmessages	amtitle	meta	MediaWiki		type=string
query+allmessages	amto	meta	MediaWiki		type=string
query+allpages	-	list	MediaWiki		prefix=ap
query+allpages	apcontinue	list	MediaWiki		type=string
query+allpages	apdir	list	MediaWiki		enum=ascending|descending default=ascending
query+allpages	apfilterlanglinks	list	MediaWiki		enum=all|withlanglinks|withoutlanglinks default=all
query+allpages	apfilterredir	list	MediaWiki		enum=all|nonredirects|redirects default=all
query+allpages	apfrom	list	MediaWiki		type=string
query+allpages	aplimit	list	MediaWiki		type=limit default=10
query+allpages	apmaxsize	list	MediaWiki		type=integer
query+allpages	apminsize	list	MediaWiki		type=integer
query+allpages	apnamespace	list	MediaWiki		type=namespace default=0
query+allpages	apprefix	list	MediaWiki		type=string
query+allpages	apprexpiry	list	MediaWiki		enum=all|definite|indefinite default=all
query+allpages	apprfiltercascade	list	MediaWiki		enum=all|cascading|noncascading default=all
query+allpages	apprlevel	list	MediaWiki	multi	enum=|autoconfirmed|extendedconfirmed|sysop|templateeditor limit=50 highlimit=500
query+allpages	apprtype	list	MediaWiki	multi	enum=edit|move|upload limit=50 highlimit=500
query+allpages	apto	list	MediaWiki		type=string
query+allredirects	-	list	MediaWiki		prefix=ar
query+allredirects	arcontinue	list	MediaWiki		type=string
query+allredirects	ardir	list	MediaWiki		enum=ascending|descending default=ascending
query+allredirects	arfrom	list	MediaWiki		type=string
query+allredirects	arlimit	list	MediaWiki		type=limit default=10
query+allredirects	arnamespace	list	MediaWiki		type=namespace default=0
query+allredirects	arprefix	list	MediaWiki		type=string
query+allredirects	arprop	list	MediaWiki	multi	enum=fragment|ids|interwiki|title default=title limit=50 highlimit=500
query+allredirects	arto	list	MediaWiki		type=string
query+allredirects	arunique	list	MediaWiki		type=boolean
query+allrevisions	-	list	MediaWiki		prefix=arv
query+allrevisions	arvcontentformat	list	MediaWiki	deprecated	enum=application/json|application/octet-stream|application/unknown|application/vue+xml|application/x-binary|text/css|text/javascript|text/plain|text/unknown|text/x-wiki|unknown/unknown
query+allrevisions	arvcontinue	list	MediaWiki		type=string
query+allrevisions	arvdiffto	list	MediaWiki	deprecated	type=string
query+allrevisions	arvdifftotext	list	MediaWiki	deprecated	type=string
query+allrevisions	arvdifftotextpst	list	MediaWiki	deprecated	type=boolean
query+allrevisions	arvdir	list	MediaWiki		enum=newer|older default=older
query+allrevisions	arvend	list	MediaWiki		type=timestamp
query+allrevisions	arvexcludeuser	list	MediaWiki		type=user
query+allrevisions	arvexpandtemplates	list	MediaWiki	deprecated	type=boolean
query+allrevisions	arvgeneratetitles	list	MediaWiki		type=boolean
query+allrevisions	arvgeneratexml	list	MediaWiki	deprecated	type=boolean
query+allrevisions	arvlimit	list	MediaWiki		type=limit
query+allrevisions	arvnamespace	list	MediaWiki	multi	type=namespace limit=50 highlimit=500
query+allrevisions	arvparse	list	MediaWiki	deprecated	type=boolean
query+allrevisions	arvprop	list	MediaWiki	multi	enum=comment|content|contentmodel|flags|ids|oresscores|parsedcomment|parsetree|roles|sha1|size|slotsha1|slotsize|tags|timestamp|user|userid default=ids|timestamp|flags|comment|user limit=50 highlimit=500 deprecatedvalues=parsetree
query+allrevisions	arvsection	list	MediaWiki		type=string
query+allrevisions	arvslots	list	MediaWiki	multi	enum=main limit=50 highlimit=500
query+allrevisions	arvstart	list	MediaWiki		type=timestamp
query+allrevisions	arvuser	list	MediaWiki		type=user
query+alltransclusions	-	list	MediaWiki		prefix=at
query+alltransclusions	atcontinue	list	MediaWiki		type=string
query+alltransclusions	atdir	list	MediaWiki		enum=ascending|descending default=ascending
query+alltransclusions	atfrom	list	MediaWiki		type=string
query+alltransclusions	atlimit	list	MediaWiki		type=limit default=10
query+alltransclusions	atnamespace	list	MediaWiki		type=namespace default=10
query+alltransclusions	atprefix	list	MediaWiki		type=string
query+alltransclusions	atprop	list	MediaWiki	multi	enum=ids|title default=title limit=50 highlimit=500
query+alltransclusions	atto	list	MediaWiki		type=string
query+alltransclusions	atunique	list	MediaWiki		type=boolean
query+allusers	-	list	MediaWiki		prefix=au
query+allusers	auactiveusers	list	MediaWiki		type=boolean
query+allusers	auattachedwiki	list	MediaWiki		type=string
query+allusers	audir	list	MediaWiki		enum=ascending|descending default=ascending
query+allusers	auexcludegroup	list	MediaWiki	multi	enum=abusefilter|abusefilter-helper|accountcreator|autoreviewer|bot|bureaucrat|checkuser|confirmed|copyviobot|electionclerk|eventcoordinator|extendedconfirmed|extendedmover|filemover|founder|import|interface-admin|ipblock-exempt|massmessage-sender|no-ipinfo|patroller|researcher|reviewer|rollbacker|steward|suppress|sysop|templateeditor|temporary-account-viewer|transwiki limit=50 highlimit=500
query+allusers	auexcludenamed	list	MediaWiki		type=boolean
query+allusers	auexcludetemp	list	MediaWiki		type=boolean
query+allusers	aufrom	list	MediaWiki		type=string
query+allusers	augroup	list	MediaWiki	multi	enum=abusefilter|abusefilter-helper|accountcreator|autoreviewer|bot|bureaucrat|checkuser|confirmed|copyviobot|electionclerk|eventcoordinator|extendedconfirmed|extendedmover|filemover|founder|import|interface-admin|ipblock-exempt|massmessage-sender|no-ipinfo|patroller|researcher|reviewer|rollbacker|steward|suppress|sysop|templateeditor|temporary-account-viewer|transwiki limit=50 highlimit=500
query+allusers	aulimit	list	MediaWiki		type=limit default=10
query+allusers	auprefix	list	MediaWiki		type=string
query+allusers	auprop	list	MediaWiki	multi	enum=blockinfo|centralids|editcount|groups|implicitgroups|registration|rights|tempexpired limit=50 highlimit=500
query+allusers	aurights	list	MediaWiki	multi	enum=abusefilter-access-protected-vars|abusefilter-blocked-external-domains-log|abusefilter-bypass-blocked-external-domains|abusefilter-hidden-log|abusefilter-hide-log|abusefilter-log|abusefilter-log-detail|abusefilter-log-private|abusefilter-modify|abusefilter-modify-blocked-external-domains|abusefilter-modify-global|abusefilter-modify-restricted|abusefilter-privatedetails|abusefilter-privatedetails-log|abusefilter-protected-vars-log|abusefilter-revert|abusefilter-view|abusefilter-view-private|apihighlimits|applychangetags|autoconfirmed|autocreateaccount|autopatrol|autoreview|autoreviewrestore|badcaptcha|badoath|badoath-long|bigdelete|block|blockemail|bot|browsearchive|campaignevents-delete-registration|campaignevents-email-participants|campaignevents-enable-registration|campaignevents-generate-invitation-lists|campaignevents-organize-events|campaignevents-view-private-participants|centralauth-createlocal|centralauth-lock|centralauth-merge|centralauth-rename|centralauth-suppress|centralauth-unmerge|changeemail|changetags|checkuser|checkuser-log|checkuser-suggested-investigations|checkuser-temporary-account|checkuser-temporary-account-auto-reveal|checkuser-temporary-account-log|checkuser-temporary-account-no-preference|checkuser-userinfo|collectionsaveascommunitypage|collectionsaveasuserpage|confirmemail|createaccount|createpage|createpagemainns|createpreviouslyrenamedaccount|createtalk|createwithcontentmodel|delete|delete-redirect|deletechangetags|deletedhistory|deletedtext|deletelogentry|deleterevision|disableoath|echo-create|echo-read-notifications|edit|editalluserpages|editautopatrolprotected|editautoreviewprotected|editcontentmodel|editeditorprotected|editextendedsemiprotected|editinterface|editmyoptions|editmyprivateinfo|editmyusercss|editmyuserjs|editmyuserjson|editmyuserjsredirect|editmywatchlist|editpatrolprotected|editprotected|editsemiprotected|editsitecss|editsitejs|editsitejson|edittrustedprotected|editusercss|edituserjs|edituserjson|enrollasmentor|extendedconfirmed|flow-create-board|flow-delete|flow-edit-post|flow-hide|flow-suppress|globalblock|globalblock-exempt|globalblock-local-status|globalgroupmembership|globalgrouppermissions|growthexperiments-apiqueryimagesuggestiondata|growthexperimentsuserimpacthandler|growthmentordashboardupdatedata|hideuser|ignore-restricted-groups|import|importupload|interwiki|ipblock-exempt|ipinfo|ipinfo-ip-lookup|ipinfo-view-arbitrary-ip|ipinfo-view-basic|ipinfo-view-full|ipinfo-view-log|linkpurge|logentryimport|logout|mailpassword|manage-all-push-subscriptions|managechangetags|managementors|markbotedits|massmessage|mergehistory|minoredit|move|move-categorypages|move-rootuserpages|move-subpages|movefile|movestable|mwoauthmanageconsumer|mwoauthmanagemygrants|mwoauthproposeconsumer|mwoauthsuppress|mwoauthupdateownconsumer|mwoauthviewprivate|mwoauthviewsuppressed|newsletter-create|newsletter-delete|newsletter-manage|newsletter-restore|nominornewtalk|noratelimit|nuke|oathauth-disable-for-user|oathauth-enable|oathauth-recover-for-user|oathauth-verify-user|oathauth-view-log|override-antispoof|override-export-depth|pagelang|pagetriage-copyvio|pagetriage-mark-action|pagetriage-tagging-action|patrol|patrolmarks|post-hcaptcha-token|protect|purge|read|recover-2fa|renameuser|renameuser-global|renderfile|renderfile-nonstandard|reportincident|reupload|reupload-own|reupload-shared|review|rollback|sboverride|securepoll-create-poll|securepoll-edit-poll|securepoll-view-voter-pii|sendemail|setmentor|siteadmin|skipcaptcha|spamblacklistlog|stablesettings|stashbasehtml|stashedit|suppressionlog|suppressredirect|suppressrevision|tboverride|tboverride-account|templateeditor|thanks-notification|titleblacklistlog|torunblocked|transcode-reset|transcode-status|unblockself|undelete|unreviewedpages|unwatchedpages|upload|upload_by_url|urlshortcode|urlshortener-create-url|urlshortener-manage-url|urlshortener-view-log|userrights|userrights-interwiki|validate|verify-2fa|viewdeletedfile|viewmyprivateinfo|viewmywatchlist|viewsuppressed|wikilambda-abstract-optin|wikimediaevents-hcaptcha-diff-logging limit=50 highlimit=500
